#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
2.41,10.73,13.16,11.02,9.89,14.22,13.42,25.69,50.54,23.48,13.02,3.07,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.93,26.20,51.64,23.48,14.02,3.45,3.98,2.41,2.42,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.42,25.69,50.54,23.48,14.02,3.07,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.93,26.20,50.54,23.48,14.02,3.45,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.86,9.89,14.22,13.93,26.20,51.64,23.48,15.02,3.45,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,0.00,9.89,14.22,13.42,25.69,50.54,23.03,15.02,3.07,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.93,26.20,51.64,23.48,15.02,3.45,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.86,9.89,14.22,13.93,26.20,51.64,23.48,15.02,3.45,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.93,26.20,50.54,23.48,15.02,3.07,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,0.00,9.89,14.22,13.42,25.69,50.54,23.03,15.02,3.07,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.93,26.20,50.54,23.48,15.02,3.45,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.93,26.20,50.54,23.48,15.02,3.45,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.42,26.20,50.54,23.48,14.02,3.07,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.42,26.20,50.54,23.48,15.02,3.07,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.42,25.69,50.54,23.48,15.02,3.07,3.98,2.41,2.42,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.42,25.69,50.54,23.48,15.02,3.07,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,0.00,9.89,14.22,13.93,25.69,50.54,23.48,14.02,3.07,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.93,26.20,51.64,23.48,14.02,3.45,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.42,25.69,50.54,23.03,15.02,3.07,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.86,9.89,14.22,13.93,26.20,51.64,23.48,14.02,3.45,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.93,26.20,50.54,23.48,15.02,3.45,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.93,26.20,50.54,23.48,14.02,3.45,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.93,26.20,50.54,23.48,15.02,3.45,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.42,25.69,50.54,23.03,15.02,3.07,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.42,25.69,50.54,23.03,13.02,3.07,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.93,26.20,51.64,23.48,15.02,3.45,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.42,25.69,50.54,23.03,15.02,3.07,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.42,25.69,50.54,23.03,15.02,3.07,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.42,25.69,50.54,23.48,15.02,3.07,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.93,26.20,50.54,23.48,15.02,3.45,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.42,25.69,50.54,23.03,15.02,3.07,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.42,25.69,50.54,23.48,15.02,3.07,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.93,26.20,50.54,23.48,15.02,3.07,3.98,2.41,3.22,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.42,25.69,50.54,23.03,15.02,3.07,3.98,2.41,2.42,2.09,0.72,0.94,
2.41,10.73,13.16,11.02,9.89,14.22,13.42,25.69,50.54,23.48,14.02,3.07,3.98,2.41,3.22,2.09,0.72,0.94,
