#!,Workbook:,Custom,Custom,,,,,,,,,,,,,,
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.,,,,,,,,,,,,,,,,
#!,For more information visit http://aka.ms/hackingstem/,,,,,,,,,,,,,,,,
120.5,58.53,74.27,37.29,114.91,92.44,93.92,158.74,584.5,237.1,230.28,38.35,55.78,31.33,252.89,216.62,159.28,40.3
120.5,58.53,74.27,37.29,114.91,93.16,93.92,158.74,591.1,237.1,229.28,37.97,56.58,31.33,252.89,207.2,159.99,37.49
120.5,58.53,74.27,36.44,114.91,91.73,91.86,155.66,579.01,236.65,229.28,37.2,54.99,30.53,252.89,200.93,159.28,36.55
120.5,58.53,74.27,37.29,114.91,93.16,93.41,157.71,588.9,237.1,230.28,37.97,55.78,31.33,252.89,205.11,159.28,37.49
120.5,58.53,74.27,36.44,114.91,91.02,91.34,154.63,575.71,237.1,217.27,37.2,54.99,30.53,252.89,198.83,159.28,36.55
120.5,58.53,74.27,37.29,114.91,93.16,93.92,158.74,591.1,237.1,230.28,38.35,56.58,31.33,252.89,206.16,159.28,37.49
120.5,58.53,74.27,37.29,114.91,93.16,93.92,158.74,590,237.1,229.28,37.97,56.58,31.33,253.7,206.16,159.99,37.49
120.5,58.53,74.27,38.98,114.91,98.13,98.57,166.44,620.76,236.65,217.27,39.89,58.97,32.94,253.7,213.48,159.28,39.36
120.5,58.53,74.27,37.29,114.91,92.44,93.92,158.74,583.4,237.1,229.28,38.35,55.78,31.33,253.7,216.62,159.28,39.36
120.5,58.53,74.27,36.44,114.91,91.02,91.34,154.63,574.62,237.1,217.27,37.2,54.99,30.53,252.89,212.44,159.28,38.42
120.5,58.53,74.27,35.59,114.91,90.31,90.83,153.09,570.22,237.1,217.27,36.82,54.19,29.73,252.89,198.83,159.28,36.55
120.5,57.55,74.27,38.98,114.91,98.13,98.57,166.44,620.76,237.1,217.27,39.89,58.97,32.94,252.89,213.48,159.28,39.36
120.5,58.53,74.27,36.44,114.91,91.02,91.86,155.66,576.81,237.1,217.27,37.59,54.99,30.53,252.89,213.48,159.28,38.42
120.5,58.53,74.27,36.44,114.91,91.02,91.86,155.66,576.81,237.1,217.27,37.59,55.78,30.53,252.89,213.48,159.28,38.42
120.5,58.53,74.27,35.59,114.91,89.6,90.31,152.57,568.02,237.1,217.27,36.82,54.19,29.73,252.89,198.83,159.28,36.55
120.5,57.55,74.27,38.98,114.91,98.13,98.57,166.44,620.76,237.1,217.27,39.89,58.97,32.94,252.89,213.48,159.28,39.36
120.5,58.53,74.27,36.44,114.91,91.73,93.92,158.23,582.31,237.1,229.28,38.35,55.78,31.33,252.89,216.62,159.28,39.36
120.5,58.53,74.27,37.29,114.91,92.44,94.44,159.25,586.7,237.1,229.28,38.35,56.58,31.33,252.89,217.67,159.28,40.3
120.5,58.53,74.27,35.59,114.91,89.6,90.31,152.57,568.02,237.1,217.27,36.82,54.19,29.73,253.7,198.83,159.28,36.55
120.5,58.53,74.27,37.29,114.91,93.87,94.44,159.25,592.19,237.1,229.28,38.35,56.58,31.33,252.89,207.2,159.28,37.49
120.5,58.53,74.27,37.29,114.91,93.16,93.41,158.23,588.9,237.1,230.28,37.97,55.78,31.33,252.89,206.16,159.99,37.49
120.5,57.55,74.27,36.44,114.91,91.73,92.38,156.17,582.31,237.1,229.28,37.59,55.78,30.53,252.89,203.02,159.28,37.49
120.5,58.53,74.27,35.59,114.91,90.31,90.83,153.09,570.22,237.1,217.27,36.82,54.19,29.73,252.89,198.83,159.99,36.55
120.5,58.53,74.27,38.98,114.91,98.13,98.57,166.44,620.76,237.1,217.27,39.89,58.97,32.94,252.89,214.53,159.28,39.36
120.5,58.53,74.27,35.59,114.91,90.31,90.83,153.09,569.12,237.1,217.27,36.82,54.19,29.73,253.7,198.83,159.28,36.55
120.5,58.53,74.27,37.29,114.91,92.44,93.41,157.71,586.7,237.1,229.28,37.97,55.78,30.53,252.89,204.07,159.28,37.49
120.5,57.55,74.27,35.59,114.91,90.31,90.83,153.09,570.22,236.65,217.27,36.82,54.19,29.73,252.89,198.83,159.28,36.55
120.5,57.55,74.27,37.29,114.91,92.44,93.92,158.74,583.4,237.1,229.28,38.35,55.78,31.33,252.89,216.62,159.28,39.36
120.5,58.53,74.27,38.98,114.91,98.13,98.57,166.96,621.86,237.1,217.27,39.89,58.97,32.94,252.89,214.53,159.28,39.36
120.5,57.55,74.27,35.59,114.91,89.6,90.31,152.57,569.12,237.1,217.27,36.82,54.19,29.73,252.89,198.83,159.28,36.55
120.5,58.53,74.27,36.44,114.91,92.44,92.89,157.2,584.5,237.1,229.28,37.59,55.78,30.53,253.7,203.02,159.28,37.49
120.5,58.53,74.27,36.44,114.91,91.02,91.34,154.63,575.71,237.1,217.27,37.2,54.99,30.53,252.89,198.83,159.28,36.55
120.5,58.53,74.27,37.29,114.91,93.16,93.92,159.25,592.19,237.1,229.28,38.35,56.58,31.33,252.89,207.2,159.28,37.49
120.5,58.53,74.27,36.44,114.91,92.44,93.41,157.2,585.6,237.1,229.28,37.97,55.78,30.53,252.89,203.02,159.28,37.49
120.5,57.55,74.27,37.29,114.91,93.16,93.92,158.74,590,237.1,229.28,38.35,56.58,31.33,252.89,206.16,159.28,37.49
120.5,58.53,74.27,37.29,114.91,93.16,93.92,158.74,590,237.1,229.28,37.97,56.58,31.33,253.7,206.16,159.28,37.49
120.5,57.55,74.27,38.98,114.91,98.13,98.57,166.44,620.76,237.1,217.27,39.89,58.97,32.14,252.89,213.48,159.28,39.36
120.5,58.53,74.27,38.98,114.91,98.13,98.57,166.44,620.76,237.1,217.27,39.89,58.97,32.14,252.89,214.53,159.28,39.36
120.5,58.53,74.27,36.44,114.91,91.02,91.86,155.14,576.81,237.1,217.27,37.59,54.99,30.53,252.89,213.48,159.28,38.42
120.5,57.55,74.27,37.29,114.91,93.16,93.92,158.23,590,237.1,229.28,37.97,56.58,31.33,253.7,206.16,159.99,37.49
120.5,58.53,74.27,37.29,114.91,93.16,93.92,158.74,590,237.1,229.28,37.97,56.58,31.33,252.89,207.2,159.28,37.49
120.5,58.53,74.27,37.29,114.91,93.16,93.92,158.74,590,237.1,229.28,38.35,56.58,31.33,252.89,206.16,159.28,37.49
120.5,58.53,74.27,36.44,114.91,92.44,92.89,156.68,583.4,237.1,229.28,37.59,55.78,30.53,252.89,203.02,159.28,37.49
120.5,57.55,74.27,37.29,114.91,93.16,93.92,158.23,590,237.1,229.28,37.97,56.58,31.33,252.89,205.11,159.28,37.49
120.5,57.55,74.27,37.29,114.91,93.16,93.92,158.23,590,237.1,229.28,37.97,55.78,31.33,253.7,206.16,159.28,37.49
120.5,58.53,74.27,36.44,114.91,91.02,91.34,154.63,575.71,237.1,217.27,37.2,54.99,30.53,252.89,198.83,159.28,36.55
120.5,58.53,74.27,36.44,114.91,91.02,91.34,154.63,575.71,237.1,217.27,37.2,54.99,30.53,252.89,198.83,159.28,36.55
120.5,58.53,74.27,38.98,114.91,98.13,98.57,166.44,620.76,237.1,217.27,39.89,58.97,32.14,252.89,213.48,159.28,39.36
120.5,57.55,74.27,37.29,114.91,91.73,93.92,158.23,582.31,237.1,229.28,38.35,55.78,31.33,252.89,216.62,159.28,39.36
